Id	Obec	Okres	Kraj	PSČ	X	Y
0FCF	Provodovice	Přerov	Olomoucký kraj	75353	17768	49451
0FDA	Přáslavice	Olomouc	Olomoucký kraj	78354	17390	49587
0FF2	Přemyslovice	Prostějov	Olomoucký kraj	79851	16955	49556
0FF7	PŘEROV	Přerov	Olomoucký kraj	75002	17450	49456
0FFC	Přestavlky	Přerov	Olomoucký kraj	75002	17481	49390
1014	Příkazy	Olomouc	Olomoucký kraj	78333	17148	49642
102D	Ptení	Prostějov	Olomoucký kraj	79843	16961	49511
105E	Radíkov	Přerov	Olomoucký kraj	75301	17672	49596
106B	Radkova Lhota	Přerov	Olomoucký kraj	75114	17620	49441
106F	Radkovy	Přerov	Olomoucký kraj	75114	17614	49436
1083	Radotín	Přerov	Olomoucký kraj	75354	17632	49479
1088	Radslavice	Přerov	Olomoucký kraj	75111	17516	49478
108C	Radvanice	Přerov	Olomoucký kraj	75121	17477	49509
108D	Rájec	Šumperk	Olomoucký kraj	78901	16903	49856
1094	Rakov	Přerov	Olomoucký kraj	75354	17707	49491
1096	Raková u Konice	Prostějov	Olomoucký kraj	79857	16950	49607
1099	Rakůvka	Prostějov	Olomoucký kraj	79857	16938	49610
10A1	Rapotín	Šumperk	Olomoucký kraj	78814	17019	50000
10B8	Rejchartice	Šumperk	Olomoucký kraj	78701	16978	50028
10C4	Rohle	Šumperk	Olomoucký kraj	78974	17013	49860
10D5	Rokytnice	Přerov	Olomoucký kraj	75104	17391	49466
10F3	Rouské	Přerov	Olomoucký kraj	75353	17779	49471
10F6	Rovensko	Šumperk	Olomoucký kraj	78901	16876	49907
1105	Rozstání	Prostějov	Olomoucký kraj	79862	16840	49397
1118	Ruda nad Moravou	Šumperk	Olomoucký kraj	78963	16877	49981
1161	Řídeč	Olomouc	Olomoucký kraj	78501	17256	49765
1166	Říkovice	Přerov	Olomoucký kraj	75118	17451	49381
1176	Samotišky	Olomouc	Olomoucký kraj	77900	17328	49630
11A3	Seloutky	Prostějov	Olomoucký kraj	79804	17063	49441
11B1	Senice na Hané	Olomouc	Olomoucký kraj	78345	17085	49624
11B2	Senička	Olomouc	Olomoucký kraj	78345	17056	49632
11CA	Skalička	Přerov	Olomoucký kraj	75352	17795	49515
11CC	Skalka	Prostějov	Olomoucký kraj	79824	17169	49403
11DE	Skorošice	Jeseník	Olomoucký kraj	79065	17080	50308
11E3	Skrbeň	Olomouc	Olomoucký kraj	78335	17176	49641
11ED	Skřípov	Prostějov	Olomoucký kraj	79852	16820	49583
1208	Slatinice	Olomouc	Olomoucký kraj	78342	17100	49561
1209	Slatinky	Prostějov	Olomoucký kraj	78342	17094	49548
120E	Slavětín	Olomouc	Olomoucký kraj	78324	16963	49674
1240	Smržice	Prostějov	Olomoucký kraj	79817	17107	49505
124B	Soběchleby	Přerov	Olomoucký kraj	75354	17651	49478
1257	Sobíšky	Přerov	Olomoucký kraj	75121	17450	49503
1259	Sobotín	Šumperk	Olomoucký kraj	78816	17090	50011
1276	Srbce	Prostějov	Olomoucký kraj	79827	17229	49302
1290	Stará Červená Voda	Jeseník	Olomoucký kraj	79053	17201	50329
1296	Stará Ves	Přerov	Olomoucký kraj	75002	17488	49378
12A7	Staré Město	Šumperk	Olomoucký kraj	78832	16947	50161
12C2	Stařechovice	Prostějov	Olomoucký kraj	79841	17053	49532
12C7	Stavenice	Šumperk	Olomoucký kraj	78973	16973	49786
12CF	Stínava	Prostějov	Olomoucký kraj	79803	16934	49495
12F8	Stražisko	Prostějov	Olomoucký kraj	79844	16930	49543
1308	Strukov	Olomouc	Olomoucký kraj	78401	17175	49733
1318	Střeň	Olomouc	Olomoucký kraj	78332	17153	49691
131F	Stříbrnice	Přerov	Olomoucký kraj	75201	17246	49328
132B	Střítež nad Ludinou	Přerov	Olomoucký kraj	75363	17739	49609
1346	Sudkov	Šumperk	Olomoucký kraj	78821	16945	49919
1350	Suchdol	Prostějov	Olomoucký kraj	79845	16896	49547
1358	Suchonice	Olomouc	Olomoucký kraj	78357	17382	49527
1365	Supíkovice	Jeseník	Olomoucký kraj	79051	17255	50297
