Id	Obec	Okres	Kraj	PSČ	X	Y
153E	Úpohlavy	Litoměřice	Ústecký kraj	41002	14035	50463
154B	ÚSTÍ NAD LABEM	Ústí nad Labem	Ústecký kraj	40001	14053	50661
1552	Úštěk	Litoměřice	Ústecký kraj	41145	14347	50585
1574	Valkeřice	Děčín	Ústecký kraj	40724	14322	50701
1583	Varnsdorf	Děčín	Ústecký kraj	40747	14618	50911
1590	Vědomice	Litoměřice	Ústecký kraj	41301	14254	50433
1594	Vejprty	Chomutov	Ústecký kraj	43191	13032	50492
159A	Velemín	Litoměřice	Ústecký kraj	41131	13976	50539
159B	Velemyšleves	Louny	Ústecký kraj	43801	13563	50402
15A9	Veliká Ves	Chomutov	Ústecký kraj	44101	13374	50269
15B0	Velká Bukovina	Děčín	Ústecký kraj	40729	14396	50730
15C2	Velké Březno	Ústí nad Labem	Ústecký kraj	40323	14141	50662
15C8	Velké Chvojno	Ústí nad Labem	Ústecký kraj	40334	14036	50731
15D9	Velké Žernoseky	Litoměřice	Ústecký kraj	41201	14063	50539
15E5	Velký Šenov	Děčín	Ústecký kraj	40778	14374	50990
15EC	Veltěže	Louny	Ústecký kraj	44001	13875	50353
15F6	Verneřice	Děčín	Ústecký kraj	40725	14301	50661
1602	Veselé	Děčín	Ústecký kraj	40502	14373	50784
1620	Vchynice	Litoměřice	Ústecký kraj	41002	14020	50510
1638	Vilémov	Děčín	Ústecký kraj	40780	14335	50990
1639	Vilémov	Chomutov	Ústecký kraj	43154	13312	50301
1644	Vinařice	Louny	Ústecký kraj	43915	13822	50265
166C	Vlastislav	Litoměřice	Ústecký kraj	41114	13955	50497
16A6	Volevčice	Most	Ústecký kraj	43401	13690	50434
16CA	Vražkov	Litoměřice	Ústecký kraj	41301	14268	50373
16D6	Vrbice	Litoměřice	Ústecký kraj	41164	14286	50483
16D8	Vrbičany	Litoměřice	Ústecký kraj	41121	14084	50462
16DA	Vrbno nad Lesy	Louny	Ústecký kraj	43906	13907	50322
16E8	Vroutek	Louny	Ústecký kraj	43982	13379	50180
16E9	Vrskmaň	Chomutov	Ústecký kraj	43115	13495	50488
16EC	Vršovice	Louny	Ústecký kraj	44001	13842	50368
16EE	Vrutice	Litoměřice	Ústecký kraj	41147	14289	50502
16F9	Všehrdy	Chomutov	Ústecký kraj	43001	13461	50420
170E	Všestudy	Chomutov	Ústecký kraj	43111	13507	50457
171F	Výsluní	Chomutov	Ústecký kraj	43183	13237	50466
172B	Vysoká Pec	Chomutov	Ústecký kraj	43159	13470	50520
1741	Výškov	Louny	Ústecký kraj	44001	13670	50394
1754	Zabrušany	Teplice	Ústecký kraj	41771	13787	50605
1785	Záluží	Litoměřice	Ústecký kraj	41301	14322	50460
1786	Zálužice	Louny	Ústecký kraj	43801	13604	50321
17AD	Zbrašín	Louny	Ústecký kraj	44001	13766	50299
17E9	Zubrnice	Ústí nad Labem	Ústecký kraj	40002	14220	50649
1800	Žabovřesky nad Ohří	Litoměřice	Ústecký kraj	41002	14091	50413
1806	Žalany	Teplice	Ústecký kraj	41763	13906	50590
1807	Žalhostice	Litoměřice	Ústecký kraj	41101	14091	50523
1812	Žatec	Louny	Ústecký kraj	43801	13545	50327
1831	Želenice	Most	Ústecký kraj	43401	13726	50527
183E	Želkovice	Louny	Ústecký kraj	44001	13876	50464
184D	Žerotín	Louny	Ústecký kraj	44001	13912	50286
1853	Židovice	Litoměřice	Ústecký kraj	41183	14233	50446
185A	Žim	Teplice	Ústecký kraj	41501	13965	50585
1860	Žitenice	Litoměřice	Ústecký kraj	41141	14156	50555
1867	Žiželice	Louny	Ústecký kraj	43801	13540	50367
